,M,t,x,u_actual,u_pred
7738,4.5,0.25,0.62,0.0,0.06805574
7739,4.5,0.25,0.63,0.0,0.06766325
7740,4.5,0.25,0.64,0.0,0.067408174
7741,4.5,0.25,0.65,0.0,0.067268215
7742,4.5,0.25,0.66,0.0,0.06722468
7743,4.5,0.25,0.67,0.0,0.067261666
7744,4.5,0.25,0.68,0.0,0.067365795
7745,4.5,0.25,0.69,0.0,0.06752579
7746,4.5,0.25,0.7,0.0,0.06773201
7747,4.5,0.25,0.71,0.0,0.06797633
7748,4.5,0.25,0.72,0.0,0.06825181
7749,4.5,0.25,0.73,0.0,0.06855256
7750,4.5,0.25,0.74,0.0,0.06887353
7751,4.5,0.25,0.75,0.0,0.069210514
7752,4.5,0.25,0.76,0.0,0.06955983
7753,4.5,0.25,0.77,0.0,0.069918364
7754,4.5,0.25,0.78,0.0,0.070283465
7755,4.5,0.25,0.79,0.0,0.0706529
7756,4.5,0.25,0.8,0.0,0.07102473
7757,4.5,0.25,0.81,0.0,0.07139738
7758,4.5,0.25,0.82,0.0,0.071769424
7759,4.5,0.25,0.83,0.0,0.07213968
7760,4.5,0.25,0.84,0.0,0.07250724
7761,4.5,0.25,0.85,0.0,0.07287115
7762,4.5,0.25,0.86,0.0,0.07323084
7763,4.5,0.25,0.87,0.0,0.07358568
7764,4.5,0.25,0.88,0.0,0.073935196
7765,4.5,0.25,0.89,0.0,0.07427898
7766,4.5,0.25,0.9,0.0,0.074616775
7767,4.5,0.25,0.91,0.0,0.07494833
7768,4.5,0.25,0.92,0.0,0.075273395
7769,4.5,0.25,0.93,0.0,0.075591855
7770,4.5,0.25,0.94,0.0,0.075903624
7771,4.5,0.25,0.95,0.0,0.07620863
7772,4.5,0.25,0.96,0.0,0.076506846
7773,4.5,0.25,0.97,0.0,0.0767983
7774,4.5,0.25,0.98,0.0,0.07708289
7775,4.5,0.25,0.99,0.0,0.077360764
7776,4.5,0.25,1.0,0.0,0.07763189
7778,4.5,0.26,0.01,0.9301777,0.7632381
7779,4.5,0.26,0.02,0.8807756999999999,0.8007398
7780,4.5,0.26,0.03,0.8423860000000001,0.8108939
7781,4.5,0.26,0.04,0.810923,0.8088116
7782,4.5,0.26,0.05,0.7842276,0.8054647
7783,4.5,0.26,0.06,0.7610153000000001,0.8016747
7784,4.5,0.26,0.07,0.7404588000000001,0.7975632
7785,4.5,0.26,0.08,0.7219930999999999,0.79319173
7786,4.5,0.26,0.09,0.7052153,0.7885767
7787,4.5,0.26,0.1,0.6898276,0.7837086
7788,4.5,0.26,0.11,0.6756035,0.77857
7789,4.5,0.26,0.12,0.6623671,0.77313787
7790,4.5,0.26,0.13,0.6499785,0.76738435
7791,4.5,0.26,0.14,0.638325,0.76127684
7792,4.5,0.26,0.15,0.6273141999999999,0.75477874
7793,4.5,0.26,0.16,0.6168695,0.7478487
7794,4.5,0.26,0.17,0.6069266,0.7404409
7795,4.5,0.26,0.18,0.5974308,0.73250425
7796,4.5,0.26,0.19,0.5883355,0.7239828
7797,4.5,0.26,0.2,0.5796004,0.7148151
7798,4.5,0.26,0.21,0.5711906,0.7049335
7799,4.5,0.26,0.22,0.5630752,0.6942651
7800,4.5,0.26,0.23,0.5552271,0.6827311
7801,4.5,0.26,0.24,0.5476224000000001,0.67024696
7802,4.5,0.26,0.25,0.5402395000000001,0.6567246
7803,4.5,0.26,0.26,0.5330590999999999,0.6420722
7804,4.5,0.26,0.27,0.5260636,0.6261974
7805,4.5,0.26,0.28,0.5192373,0.6090116
7806,4.5,0.26,0.29,0.5125655,0.59043247
7807,4.5,0.26,0.3,0.5060349000000001,0.5703926
7808,4.5,0.26,0.31,0.49963290000000005,0.5488466
7809,4.5,0.26,0.32,0.4933482,0.52578014
7810,4.5,0.26,0.33,0.48716980000000004,0.5012229
7811,4.5,0.26,0.34,0.4810874,0.47525844
7812,4.5,0.26,0.35,0.47509140000000005,0.4480367
7813,4.5,0.26,0.36,0.4691722,0.41978097
7814,4.5,0.26,0.37,0.4633209,0.39079127
7815,4.5,0.26,0.38,0.4575286,0.36143973
7816,4.5,0.26,0.39,0.4517865,0.33215412
7817,4.5,0.26,0.4,0.44608590000000004,0.30339664
7818,4.5,0.26,0.41,0.4404181,0.2756296
7819,4.5,0.26,0.42,0.434774,0.24928139
7820,4.5,0.26,0.43,0.4291446,0.2247128
7821,4.5,0.26,0.44,0.0,0.20219167
7822,4.5,0.26,0.45,0.0,0.18188067
7823,4.5,0.26,0.46,0.0,0.16383743
7824,4.5,0.26,0.47,0.0,0.148025
7825,4.5,0.26,0.48,0.0,0.1343327
7826,4.5,0.26,0.49,0.0,0.12259834
7827,4.5,0.26,0.5,0.0,0.11262951
7828,4.5,0.26,0.51,0.0,0.104222715
7829,4.5,0.26,0.52,0.0,0.09717719
7830,4.5,0.26,0.53,0.0,0.09130402
7831,4.5,0.26,0.54,0.0,0.0864314
7832,4.5,0.26,0.55,0.0,0.08240763
7833,4.5,0.26,0.56,0.0,0.07910051
7834,4.5,0.26,0.57,0.0,0.07639675
7835,4.5,0.26,0.58,0.0,0.07419994
7836,4.5,0.26,0.59,0.0,0.07242869
7837,4.5,0.26,0.6,0.0,0.0710146
7838,4.5,0.26,0.61,0.0,0.06990021
7839,4.5,0.26,0.62,0.0,0.06903738
7840,4.5,0.26,0.63,0.0,0.06838572
7841,4.5,0.26,0.64,0.0,0.067911334
7842,4.5,0.26,0.65,0.0,0.06758579
7843,4.5,0.26,0.66,0.0,0.067385145
7844,4.5,0.26,0.67,0.0,0.06728925
7845,4.5,0.26,0.68,0.0,0.0672811
7846,4.5,0.26,0.69,0.0,0.06734628
7847,4.5,0.26,0.7,0.0,0.0674727
7848,4.5,0.26,0.71,0.0,0.06764991
7849,4.5,0.26,0.72,0.0,0.06786921
7850,4.5,0.26,0.73,0.0,0.06812318
7851,4.5,0.26,0.74,0.0,0.068405405
7852,4.5,0.26,0.75,0.0,0.06871048
7853,4.5,0.26,0.76,0.0,0.06903384
7854,4.5,0.26,0.77,0.0,0.06937153
7855,4.5,0.26,0.78,0.0,0.06972019
7856,4.5,0.26,0.79,0.0,0.07007695
7857,4.5,0.26,0.8,0.0,0.070439406
7858,4.5,0.26,0.81,0.0,0.07080542
7859,4.5,0.26,0.82,0.0,0.07117324
7860,4.5,0.26,0.83,0.0,0.071541406
7861,4.5,0.26,0.84,0.0,0.071908586
7862,4.5,0.26,0.85,0.0,0.072273724
7863,4.5,0.26,0.86,0.0,0.07263585
7864,4.5,0.26,0.87,0.0,0.0729943
7865,4.5,0.26,0.88,0.0,0.07334835
7866,4.5,0.26,0.89,0.0,0.07369754
7867,4.5,0.26,0.9,0.0,0.07404139
7868,4.5,0.26,0.91,0.0,0.07437951
7869,4.5,0.26,0.92,0.0,0.074711695
7870,4.5,0.26,0.93,0.0,0.07503764
7871,4.5,0.26,0.94,0.0,0.07535725
7872,4.5,0.26,0.95,0.0,0.07567031
7873,4.5,0.26,0.96,0.0,0.0759768
7874,4.5,0.26,0.97,0.0,0.07627665
7875,4.5,0.26,0.98,0.0,0.07656978
7876,4.5,0.26,0.99,0.0,0.07685623
7877,4.5,0.26,1.0,0.0,0.077136025
7879,4.5,0.27,0.01,0.9323110000000001,0.7682967
7880,4.5,0.27,0.02,0.8839874,0.8033601
7881,4.5,0.27,0.03,0.8462573,0.812991
7882,4.5,0.27,0.04,0.8152439,0.8111037
7883,4.5,0.27,0.05,0.7888779,0.8079895
7884,4.5,0.27,0.06,0.7659199999999999,0.8044613
7885,4.5,0.27,0.07,0.7455681,0.80063975
7886,4.5,0.27,0.08,0.7272727,0.79658353
7887,4.5,0.27,0.09,0.7106405,0.7923106
7888,4.5,0.27,0.1,0.6953803000000001,0.78781325
7889,4.5,0.27,0.11,0.6812703,0.78307706
7890,4.5,0.27,0.12,0.6681377,0.7780823
7891,4.5,0.27,0.13,0.6558451999999999,0.7728045
7892,4.5,0.27,0.14,0.6442819000000001,0.76721555
7893,4.5,0.27,0.15,0.6333569,0.76128334
7894,4.5,0.27,0.16,0.6229946,0.754972
7895,4.5,0.27,0.17,0.6131314999999999,0.7482417
7896,4.5,0.27,0.18,0.6037140999999999,0.7410478
7897,4.5,0.27,0.19,0.594696,0.73334146
7898,4.5,0.27,0.2,0.5860378,0.72506905
7899,4.5,0.27,0.21,0.5777045999999999,0.7161711
7900,4.5,0.27,0.22,0.5696664,0.706583
7901,4.5,0.27,0.23,0.5618962,0.6962347
7902,4.5,0.27,0.24,0.5543706,0.6850502
7903,4.5,0.27,0.25,0.5470682,0.6729484
7904,4.5,0.27,0.26,0.5399701,0.6598436
7905,4.5,0.27,0.27,0.5330590999999999,0.6456467
7906,4.5,0.27,0.28,0.5263196,0.6302677
7907,4.5,0.27,0.29,0.5197375,0.6136177
7908,4.5,0.27,0.3,0.5132996,0.5956146
7909,4.5,0.27,0.31,0.5069939,0.57618666
7910,4.5,0.27,0.32,0.5008093,0.55528235
7911,4.5,0.27,0.33,0.4947353,0.53287745
7912,4.5,0.27,0.34,0.488762,0.5089857
7913,4.5,0.27,0.35,0.4828802,0.4836719
7914,4.5,0.27,0.36,0.47708100000000003,0.45705995
7915,4.5,0.27,0.37,0.47135609999999994,0.4293444
7916,4.5,0.27,0.38,0.4656971,0.400794
7917,4.5,0.27,0.39,0.46009620000000007,0.37174964
7918,4.5,0.27,0.4,0.4545455,0.34261358
7919,4.5,0.27,0.41,0.4490371,0.31383008
7920,4.5,0.27,0.42,0.4435634,0.28585532
7921,4.5,0.27,0.43,0.43811629999999996,0.25912583
7922,4.5,0.27,0.44,0.4326879,0.23402369
7923,4.5,0.27,0.45,0.42726959999999997,0.21084847
7924,4.5,0.27,0.46,0.0,0.18980086
7925,4.5,0.27,0.47,0.0,0.17097715
7926,4.5,0.27,0.48,0.0,0.15437734
7927,4.5,0.27,0.49,0.0,0.13992009
7928,4.5,0.27,0.5,0.0,0.12746514
7929,4.5,0.27,0.51,0.0,0.116834454
7930,4.5,0.27,0.52,0.0,0.10783117
7931,4.5,0.27,0.53,0.0,0.10025654
7932,4.5,0.27,0.54,0.0,0.09391929
7933,4.5,0.27,0.55,0.0,0.08864349
7934,4.5,0.27,0.56,0.0,0.084271304
7935,4.5,0.27,0.57,0.0,0.08066467
7936,4.5,0.27,0.58,0.0,0.077703714
7937,4.5,0.27,0.59,0.0,0.07528661
7938,4.5,0.27,0.6,0.0,0.07332672
7939,4.5,0.27,0.61,0.0,0.071751036
7940,4.5,0.27,0.62,0.0,0.07049811
7941,4.5,0.27,0.63,0.0,0.069516465
7942,4.5,0.27,0.64,0.0,0.068762735
7943,4.5,0.27,0.65,0.0,0.06820057
7944,4.5,0.27,0.66,0.0,0.06779949
7945,4.5,0.27,0.67,0.0,0.067533776
7946,4.5,0.27,0.68,0.0,0.067381755
7947,4.5,0.27,0.69,0.0,0.0673252
7948,4.5,0.27,0.7,0.0,0.06734855
7949,4.5,0.27,0.71,0.0,0.06743882
7950,4.5,0.27,0.72,0.0,0.06758484
7951,4.5,0.27,0.73,0.0,0.06777722
7952,4.5,0.27,0.74,0.0,0.06800792
7953,4.5,0.27,0.75,0.0,0.068270124
7954,4.5,0.27,0.76,0.0,0.068558015
7955,4.5,0.27,0.77,0.0,0.06886654
7956,4.5,0.27,0.78,0.0,0.0691916
7957,4.5,0.27,0.79,0.0,0.06952945
7958,4.5,0.27,0.8,0.0,0.069877066
7959,4.5,0.27,0.81,0.0,0.070231766
7960,4.5,0.27,0.82,0.0,0.070591316
7961,4.5,0.27,0.83,0.0,0.07095376
7962,4.5,0.27,0.84,0.0,0.07131749
7963,4.5,0.27,0.85,0.0,0.07168108
7964,4.5,0.27,0.86,0.0,0.07204341
7965,4.5,0.27,0.87,0.0,0.07240341
7966,4.5,0.27,0.88,0.0,0.07276027
7967,4.5,0.27,0.89,0.0,0.07311329
7968,4.5,0.27,0.9,0.0,0.07346185
7969,4.5,0.27,0.91,0.0,0.07380546
7970,4.5,0.27,0.92,0.0,0.07414376
7971,4.5,0.27,0.93,0.0,0.07447636
7972,4.5,0.27,0.94,0.0,0.07480304
7973,4.5,0.27,0.95,0.0,0.07512354
7974,4.5,0.27,0.96,0.0,0.07543779
7975,4.5,0.27,0.97,0.0,0.07574562
7976,4.5,0.27,0.98,0.0,0.07604693
7977,4.5,0.27,0.99,0.0,0.0763417
7978,4.5,0.27,1.0,0.0,0.0766299
7980,4.5,0.28,0.01,0.934316,0.7730056
7981,4.5,0.28,0.02,0.8870239999999999,0.80583215
7982,4.5,0.28,0.03,0.8499304,0.8149759
7983,4.5,0.28,0.04,0.8193531999999999,0.81326324
7984,4.5,0.28,0.05,0.7933076,0.81036097
7985,4.5,0.28,0.06,0.7705975,0.8070709
7986,4.5,0.28,0.07,0.7504451,0.8035125
7987,4.5,0.28,0.08,0.7323153,0.7997415
7988,4.5,0.28,0.09,0.7158246,0.79577696
7989,4.5,0.28,0.1,0.700688,0.79161316
7990,4.5,0.28,0.11,0.6866883,0.7872379
7991,4.5,0.28,0.12,0.6736557,0.782634
7992,4.5,0.28,0.13,0.6614555,0.7777803
7993,4.5,0.28,0.14,0.6499785,0.77265245
7994,4.5,0.28,0.15,0.6391351,0.7672221
7995,4.5,0.28,0.16,0.6288509,0.7614582
7996,4.5,0.28,0.17,0.6190634,0.75532585
7997,4.5,0.28,0.18,0.6097195,0.7487864
7998,4.5,0.28,0.19,0.6007739000000001,0.741797
7999,4.5,0.28,0.2,0.5921871,0.7343109
8000,4.5,0.28,0.21,0.5839251999999999,0.7262762
8001,4.5,0.28,0.22,0.5759583,0.71763605
8002,4.5,0.28,0.23,0.5682599,0.7083286
8003,4.5,0.28,0.24,0.5608066999999999,0.6982864
8004,4.5,0.28,0.25,0.5535778,0.6874364
8005,4.5,0.28,0.26,0.5465545999999999,0.6757002
8006,4.5,0.28,0.27,0.5397201,0.6629954
8007,4.5,0.28,0.28,0.5330590999999999,0.64923525
8008,4.5,0.28,0.29,0.5265575,0.63433164
8009,4.5,0.28,0.3,0.5202027,0.61819696
8010,4.5,0.28,0.31,0.5139828,0.6007478
8011,4.5,0.28,0.32,0.5078871,0.58191115
8012,4.5,0.28,0.33,0.5019053,0.5616291
8013,4.5,0.28,0.34,0.49602799999999997,0.5398683
8014,4.5,0.28,0.35,0.49024639999999997,0.51663065
8015,4.5,0.28,0.36,0.48455190000000004,0.49196127
8016,4.5,0.28,0.37,0.4789366,0.46596208
8017,4.5,0.28,0.38,0.47339269999999994,0.43880022
8018,4.5,0.28,0.39,0.46791289999999996,0.4107143
8019,4.5,0.28,0.4,0.46248999999999996,0.3820142
8020,4.5,0.28,0.41,0.4571168,0.35307544
8021,4.5,0.28,0.42,0.4517865,0.32432124
8022,4.5,0.28,0.43,0.4464919,0.29619813
8023,4.5,0.28,0.44,0.44122609999999995,0.269146
8024,4.5,0.28,0.45,0.43598190000000003,0.24356236
8025,4.5,0.28,0.46,0.43075209999999997,0.21977457
8026,4.5,0.28,0.47,0.0,0.19801894
8027,4.5,0.28,0.48,0.0,0.17843056
8028,4.5,0.28,0.49,0.0,0.16104549
8029,4.5,0.28,0.5,0.0,0.14581537
8030,4.5,0.28,0.51,0.0,0.13262357
8031,4.5,0.28,0.52,0.0,0.1213091
8032,4.5,0.28,0.53,0.0,0.11168499
8033,4.5,0.28,0.54,0.0,0.1035558
8034,4.5,0.28,0.55,0.0,0.09672975
8035,4.5,0.28,0.56,0.0,0.09102734
8036,4.5,0.28,0.57,0.0,0.086285524
8037,4.5,0.28,0.58,0.0,0.08235985
8038,4.5,0.28,0.59,0.0,0.079124875
8039,4.5,0.28,0.6,0.0,0.07647259
8040,4.5,0.28,0.61,0.0,0.07431111
8041,4.5,0.28,0.62,0.0,0.07256264
8042,4.5,0.28,0.63,0.0,0.07116154
8043,4.5,0.28,0.64,0.0,0.070052676
8044,4.5,0.28,0.65,0.0,0.06918971
8045,4.5,0.28,0.66,0.0,0.06853359
8046,4.5,0.28,0.67,0.0,0.06805161
8047,4.5,0.28,0.68,0.0,0.06771617
8048,4.5,0.28,0.69,0.0,0.06750398
8049,4.5,0.28,0.7,0.0,0.067395434
8050,4.5,0.28,0.71,0.0,0.06737392
8051,4.5,0.28,0.72,0.0,0.06742537
8052,4.5,0.28,0.73,0.0,0.06753789
8053,4.5,0.28,0.74,0.0,0.067701265
8054,4.5,0.28,0.75,0.0,0.06790693
8055,4.5,0.28,0.76,0.0,0.06814754
8056,4.5,0.28,0.77,0.0,0.06841678
8057,4.5,0.28,0.78,0.0,0.06870931
8058,4.5,0.28,0.79,0.0,0.0690206
8059,4.5,0.28,0.8,0.0,0.06934669
8060,4.5,0.28,0.81,0.0,0.06968425
8061,4.5,0.28,0.82,0.0,0.070030436
8062,4.5,0.28,0.83,0.0,0.0703828
8063,4.5,0.28,0.84,0.0,0.07073924
8064,4.5,0.28,0.85,0.0,0.07109801
8065,4.5,0.28,0.86,0.0,0.07145755
8066,4.5,0.28,0.87,0.0,0.071816646
8067,4.5,0.28,0.88,0.0,0.072174095
8068,4.5,0.28,0.89,0.0,0.07252902
8069,4.5,0.28,0.9,0.0,0.07288062
8070,4.5,0.28,0.91,0.0,0.07322831
8071,4.5,0.28,0.92,0.0,0.073571436
8072,4.5,0.28,0.93,0.0,0.07390963
8073,4.5,0.28,0.94,0.0,0.07424245
8074,4.5,0.28,0.95,0.0,0.07456965
8075,4.5,0.28,0.96,0.0,0.07489095
8076,4.5,0.28,0.97,0.0,0.075206146
8077,4.5,0.28,0.98,0.0,0.07551519
8078,4.5,0.28,0.99,0.0,0.075817876
8079,4.5,0.28,1.0,0.0,0.07611416
8081,4.5,0.29,0.01,0.9362041999999999,0.77739537
8082,4.5,0.29,0.02,0.8898999,0.80816704
8083,4.5,0.29,0.03,0.8534210999999999,0.81685615
8084,4.5,0.29,0.04,0.8232673,0.81530035
8085,4.5,0.29,0.05,0.7975336,0.8125914
8086,4.5,0.29,0.06,0.7750651,0.80951846
8087,4.5,0.29,0.07,0.755107,0.8061991
8088,4.5,0.29,0.08,0.7371388000000001,0.8026867
8089,4.5,0.29,0.09,0.7207858,0.79900086
8090,4.5,0.29,0.1,0.7057693,0.79513776
8091,4.5,0.29,0.11,0.6918763000000001,0.7910869
8092,4.5,0.29,0.12,0.6789405,0.78683347
8093,4.5,0.29,0.13,0.6668291999999999,0.782359
8094,4.5,0.29,0.14,0.6554349,0.7776421
8095,4.5,0.29,0.15,0.6446696,0.7726581
8096,4.5,0.29,0.16,0.6344598000000001,0.7673798
8097,4.5,0.29,0.17,0.6247439,0.76177675
8098,4.5,0.29,0.18,0.6154696,0.75581515
8099,4.5,0.29,0.19,0.606592,0.74945784
8100,4.5,0.29,0.2,0.5980723000000001,0.74266374
8101,4.5,0.29,0.21,0.5898769,0.73538756
8102,4.5,0.29,0.22,0.5819761999999999,0.72757995
8103,4.5,0.29,0.23,0.5743443,0.71918607
8104,4.5,0.29,0.24,0.566958,0.71014684
8105,4.5,0.29,0.25,0.5597966999999999,0.70039725
8106,4.5,0.29,0.26,0.5528420999999999,0.68986696
8107,4.5,0.29,0.27,0.5460774,0.678481
8108,4.5,0.29,0.28,0.5394876000000001,0.6661595
8109,4.5,0.29,0.29,0.5330590999999999,0.65281785
8110,4.5,0.29,0.3,0.5267791999999999,0.6383706
8111,4.5,0.29,0.31,0.5206365,0.6227308
8112,4.5,0.29,0.32,0.5146202999999999,0.60581553
8113,4.5,0.29,0.33,0.5087209,0.58754927
8114,4.5,0.29,0.34,0.5029289,0.56787026
8115,4.5,0.29,0.35,0.49723590000000006,0.5467373
8116,4.5,0.29,0.36,0.49163359999999995,0.5241406
8117,4.5,0.29,0.37,0.48611450000000006,0.5001092
8118,4.5,0.29,0.38,0.4806712,0.47472417
8119,4.5,0.29,0.39,0.47529679999999996,0.4481273
8120,4.5,0.29,0.4,0.4699844,0.42052782
8121,4.5,0.29,0.41,0.46472749999999996,0.39220646
8122,4.5,0.29,0.42,0.45951980000000003,0.36350998
8123,4.5,0.29,0.43,0.4543549,0.33483955
8124,4.5,0.29,0.44,0.4492264,0.3066277
8125,4.5,0.29,0.45,0.44412820000000003,0.2793124
8126,4.5,0.29,0.46,0.43905390000000005,0.25330254
8127,4.5,0.29,0.47,0.4339969,0.22894903
8128,4.5,0.29,0.48,0.42895059999999996,0.20652005
8129,4.5,0.29,0.49,0.0,0.18618783
8130,4.5,0.29,0.5,0.0,0.16802594
8131,4.5,0.29,0.51,0.0,0.15201895
8132,4.5,0.29,0.52,0.0,0.13807766
8133,4.5,0.29,0.53,0.0,0.12606034
8134,4.5,0.29,0.54,0.0,0.11579242
8135,4.5,0.29,0.55,0.0,0.10708389
8136,4.5,0.29,0.56,0.0,0.0997443
8137,4.5,0.29,0.57,0.0,0.09359152
8138,4.5,0.29,0.58,0.0,0.08845797
8139,4.5,0.29,0.59,0.0,0.084193625
8140,4.5,0.29,0.6,0.0,0.08066684
8141,4.5,0.29,0.61,0.0,0.077763796
8142,4.5,0.29,0.62,0.0,0.07538712
8143,4.5,0.29,0.63,0.0,0.07345398
8144,4.5,0.29,0.64,0.0,0.07189453
8145,4.5,0.29,0.65,0.0,0.07064963
8146,4.5,0.29,0.66,0.0,0.069669776
8147,4.5,0.29,0.67,0.0,0.06891309
8148,4.5,0.29,0.68,0.0,0.0683445
8149,4.5,0.29,0.69,0.0,0.06793438
8150,4.5,0.29,0.7,0.0,0.06765773
8151,4.5,0.29,0.71,0.0,0.06749352
8152,4.5,0.29,0.72,0.0,0.06742385
8153,4.5,0.29,0.73,0.0,0.06743366
8154,4.5,0.29,0.74,0.0,0.06751015
8155,4.5,0.29,0.75,0.0,0.06764241
8156,4.5,0.29,0.76,0.0,0.06782111
8157,4.5,0.29,0.77,0.0,0.06803843
8158,4.5,0.29,0.78,0.0,0.06828751
8159,4.5,0.29,0.79,0.0,0.06856273
8160,4.5,0.29,0.8,0.0,0.068859085
8161,4.5,0.29,0.81,0.0,0.069172345
8162,4.5,0.29,0.82,0.0,0.06949898
8163,4.5,0.29,0.83,0.0,0.069835834
8164,4.5,0.29,0.84,0.0,0.0701803
8165,4.5,0.29,0.85,0.0,0.07053008
8166,4.5,0.29,0.86,0.0,0.07088331
8167,4.5,0.29,0.87,0.0,0.07123831
8168,4.5,0.29,0.88,0.0,0.071593605
8169,4.5,0.29,0.89,0.0,0.071948096
8170,4.5,0.29,0.9,0.0,0.072300725
8171,4.5,0.29,0.91,0.0,0.07265062
8172,4.5,0.29,0.92,0.0,0.07299708
8173,4.5,0.29,0.93,0.0,0.073339455
8174,4.5,0.29,0.94,0.0,0.073677294
8175,4.5,0.29,0.95,0.0,0.074010104
8176,4.5,0.29,0.96,0.0,0.07433761
8177,4.5,0.29,0.97,0.0,0.07465948
8178,4.5,0.29,0.98,0.0,0.074975565
8179,4.5,0.29,0.99,0.0,0.0752856
8180,4.5,0.29,1.0,0.0,0.07558952
8182,4.5,0.3,0.01,0.9379854999999999,0.7814931
8183,4.5,0.3,0.02,0.8926280000000001,0.8103744
8184,4.5,0.3,0.03,0.8567434000000002,0.81863916
8185,4.5,0.3,0.04,0.8270006,0.81722385
8186,4.5,0.3,0.05,0.8015708,0.81469166
8187,4.5,0.3,0.06,0.7793379,0.8118168
8188,4.5,0.3,0.07,0.7595696,0.8087153
8189,4.5,0.3,0.08,0.7417589,0.80543786
8190,4.5,0.3,0.09,0.7255401,0.8020048
8191,4.5,0.3,0.1,0.7106405,0.79841334
8192,4.5,0.3,0.11,0.6968513000000001,0.7946547
8193,4.5,0.3,0.12,0.6840090999999999,0.79071623
8194,4.5,0.3,0.13,0.6719835999999999,0.7865816
8195,4.5,0.3,0.14,0.660669,0.78223205
8196,4.5,0.3,0.15,0.6499785,0.77764606
8197,4.5,0.3,0.16,0.6398399,0.77279973
8198,4.5,0.3,0.17,0.6301922,0.76766634
8199,4.5,0.3,0.18,0.6209839,0.76221645
8200,4.5,0.3,0.19,0.6121706,0.7564175
8201,4.5,0.3,0.2,0.6037140999999999,0.7502336
8202,4.5,0.3,0.21,0.595581,0.7436256
8203,4.5,0.3,0.22,0.5877424,0.7365498
8204,4.5,0.3,0.23,0.5801723000000001,0.7289589
8205,4.5,0.3,0.24,0.5728481,0.72080046
8206,4.5,0.3,0.25,0.5657493,0.71201736
8207,4.5,0.3,0.26,0.5588579,0.7025476
8208,4.5,0.3,0.27,0.5521573000000001,0.69232357
8209,4.5,0.3,0.28,0.5456328,0.68127275
8210,4.5,0.3,0.29,0.5392708,0.6693181
8211,4.5,0.3,0.3,0.5330590999999999,0.656378
8212,4.5,0.3,0.31,0.5269863,0.6423683
8213,4.5,0.3,0.32,0.521042,0.62720436
8214,4.5,0.3,0.33,0.5152166,0.61080307
8215,4.5,0.3,0.34,0.5095010999999999,0.5930877
8216,4.5,0.3,0.35,0.5038872,0.57399285
8217,4.5,0.3,0.36,0.498367,0.553471
8218,4.5,0.3,0.37,0.4929331,0.53150207
8219,4.5,0.3,0.38,0.48757860000000003,0.50810075
8220,4.5,0.3,0.39,0.4822967000000001,0.48332956
8221,4.5,0.3,0.4,0.47708100000000003,0.45730564
8222,4.5,0.3,0.41,0.4719255,0.43021202
8223,4.5,0.3,0.42,0.46682399999999996,0.40230083
8224,4.5,0.3,0.43,0.4617709,0.37388918
8225,4.5,0.3,0.44,0.4567602,0.34535456
8226,4.5,0.3,0.45,0.4517865,0.31711277
8227,4.5,0.3,0.46,0.4468439,0.28959507
8228,4.5,0.3,0.47,0.4419268,0.2632173
8229,4.5,0.3,0.48,0.4370294,0.23834872
8230,4.5,0.3,0.49,0.4321457,0.2152863
8231,4.5,0.3,0.5,0.42726959999999997,0.19423749
8232,4.5,0.3,0.51,0.0,0.17531244
8233,4.5,0.3,0.52,0.0,0.15852964
8234,4.5,0.3,0.53,0.0,0.14383017
8235,4.5,0.3,0.54,0.0,0.13109374
8236,4.5,0.3,0.55,0.0,0.120160416
8237,4.5,0.3,0.56,0.0,0.1108492
8238,4.5,0.3,0.57,0.0,0.102971695
8239,4.5,0.3,0.58,0.0,0.096344806
8240,4.5,0.3,0.59,0.0,0.09079711
8241,4.5,0.3,0.6,0.0,0.08617348
8242,4.5,0.3,0.61,0.0,0.082336426
8243,4.5,0.3,0.62,0.0,0.07916636
8244,4.5,0.3,0.63,0.0,0.076560155
8245,4.5,0.3,0.64,0.0,0.07442996
8246,4.5,0.3,0.65,0.0,0.07270126
8247,4.5,0.3,0.66,0.0,0.07131101
8248,4.5,0.3,0.67,0.0,0.07020614
8249,4.5,0.3,0.68,0.0,0.06934196
8250,4.5,0.3,0.69,0.0,0.068680674
8251,4.5,0.3,0.7,0.0,0.06819061
8252,4.5,0.3,0.71,0.0,0.06784497
8253,4.5,0.3,0.72,0.0,0.06762109
8254,4.5,0.3,0.73,0.0,0.06749987
8255,4.5,0.3,0.74,0.0,0.067465074
8256,4.5,0.3,0.75,0.0,0.067502886
8257,4.5,0.3,0.76,0.0,0.06760167
8258,4.5,0.3,0.77,0.0,0.067751385
8259,4.5,0.3,0.78,0.0,0.06794361
8260,4.5,0.3,0.79,0.0,0.06817104
8261,4.5,0.3,0.8,0.0,0.06842753
8262,4.5,0.3,0.81,0.0,0.068707705
8263,4.5,0.3,0.82,0.0,0.069007084
8264,4.5,0.3,0.83,0.0,0.06932177
8265,4.5,0.3,0.84,0.0,0.06964844
8266,4.5,0.3,0.85,0.0,0.06998422
8267,4.5,0.3,0.86,0.0,0.07032668
8268,4.5,0.3,0.87,0.0,0.07067373
8269,4.5,0.3,0.88,0.0,0.07102355
8270,4.5,0.3,0.89,0.0,0.071374655
8271,4.5,0.3,0.9,0.0,0.07172574
8272,4.5,0.3,0.91,0.0,0.07207565
8273,4.5,0.3,0.92,0.0,0.07242344
