,M,t,x,u_actual,u_pred
31944,71.0,0.1,0.28,0.16585170000000002,0.24442266
31945,71.0,0.1,0.29,0.16284620000000002,0.24373743
31946,71.0,0.1,0.3,0.1599332,0.24305214
31947,71.0,0.1,0.31,0.1571048,0.2423668
31948,71.0,0.1,0.32,0.154354,0.24168193
31949,71.0,0.1,0.33,0.151674,0.24099702
31950,71.0,0.1,0.34,0.149059,0.24031252
31951,71.0,0.1,0.35,0.14650320000000003,0.23962809
31952,71.0,0.1,0.36,0.1440017,0.23894414
31953,71.0,0.1,0.37,0.1415493,0.23826058
31954,71.0,0.1,0.38,0.1391416,0.23757732
31955,71.0,0.1,0.39,0.1367741,0.23689476
31956,71.0,0.1,0.4,0.1344425,0.23621242
31957,71.0,0.1,0.41,0.13214279999999998,0.23553084
31958,71.0,0.1,0.42,0.12987089999999998,0.23484977
31959,71.0,0.1,0.43,0.1276228,0.23416921
31960,71.0,0.1,0.44,0.1253944,0.23348942
31961,71.0,0.1,0.45,0.1231817,0.2328102
31962,71.0,0.1,0.46,0.12098030000000001,0.2321318
31963,71.0,0.1,0.47,0.11878589999999999,0.23145406
31964,71.0,0.1,0.48,0.0,0.2307771
31965,71.0,0.1,0.49,0.0,0.230101
31966,71.0,0.1,0.5,0.0,0.22942561
31967,71.0,0.1,0.51,0.0,0.22875121
31968,71.0,0.1,0.52,0.0,0.22807759
31969,71.0,0.1,0.53,0.0,0.22740498
31970,71.0,0.1,0.54,0.0,0.22673318
31971,71.0,0.1,0.55,0.0,0.22606233
31972,71.0,0.1,0.56,0.0,0.22539249
31973,71.0,0.1,0.57,0.0,0.22472379
31974,71.0,0.1,0.58,0.0,0.22405595
31975,71.0,0.1,0.59,0.0,0.22338921
31976,71.0,0.1,0.6,0.0,0.22272347
31977,71.0,0.1,0.61,0.0,0.22205901
31978,71.0,0.1,0.62,0.0,0.22139552
31979,71.0,0.1,0.63,0.0,0.22073318
31980,71.0,0.1,0.64,0.0,0.22007194
31981,71.0,0.1,0.65,0.0,0.2194119
31982,71.0,0.1,0.66,0.0,0.21875316
31983,71.0,0.1,0.67,0.0,0.21809548
31984,71.0,0.1,0.68,0.0,0.21743912
31985,71.0,0.1,0.69,0.0,0.21678387
31986,71.0,0.1,0.7,0.0,0.21612996
31987,71.0,0.1,0.71,0.0,0.21547727
31988,71.0,0.1,0.72,0.0,0.21482605
31989,71.0,0.1,0.73,0.0,0.21417592
31990,71.0,0.1,0.74,0.0,0.21352717
31991,71.0,0.1,0.75,0.0,0.2128797
31992,71.0,0.1,0.76,0.0,0.21223365
31993,71.0,0.1,0.77,0.0,0.211589
31994,71.0,0.1,0.78,0.0,0.21094558
31995,71.0,0.1,0.79,0.0,0.21030368
31996,71.0,0.1,0.8,0.0,0.20966303
31997,71.0,0.1,0.81,0.0,0.20902392
31998,71.0,0.1,0.82,0.0,0.20838611
31999,71.0,0.1,0.83,0.0,0.20774972
32000,71.0,0.1,0.84,0.0,0.20711498
32001,71.0,0.1,0.85,0.0,0.20648146
32002,71.0,0.1,0.86,0.0,0.20584948
32003,71.0,0.1,0.87,0.0,0.20521897
32004,71.0,0.1,0.88,0.0,0.20458993
32005,71.0,0.1,0.89,0.0,0.20396252
32006,71.0,0.1,0.9,0.0,0.20333661
32007,71.0,0.1,0.91,0.0,0.20271195
32008,71.0,0.1,0.92,0.0,0.20208913
32009,71.0,0.1,0.93,0.0,0.20146756
32010,71.0,0.1,0.94,0.0,0.2008477
32011,71.0,0.1,0.95,0.0,0.20022926
32012,71.0,0.1,0.96,0.0,0.1996127
32013,71.0,0.1,0.97,0.0,0.1989974
32014,71.0,0.1,0.98,0.0,0.1983838
32015,71.0,0.1,0.99,0.0,0.19777179
32016,71.0,0.1,1.0,0.0,0.19716121
32018,71.0,0.11,0.01,0.5242232,0.26094502
32019,71.0,0.11,0.02,0.43675690000000006,0.2615645
32020,71.0,0.11,0.03,0.3891486,0.26160213
32021,71.0,0.11,0.04,0.3571263,0.26157907
32022,71.0,0.11,0.05,0.3332998,0.26097444
32023,71.0,0.11,0.06,0.31447659999999994,0.26033735
32024,71.0,0.11,0.07,0.2990007,0.2596863
32025,71.0,0.11,0.08,0.28590859999999996,0.2590244
32026,71.0,0.11,0.09,0.2745926,0.2583576
32027,71.0,0.11,0.1,0.2646466,0.25768706
32028,71.0,0.11,0.11,0.2557862,0.25701377
32029,71.0,0.11,0.12,0.24780529999999998,0.25633824
32030,71.0,0.11,0.13,0.2405498,0.2556609
32031,71.0,0.11,0.14,0.23390170000000002,0.2549821
32032,71.0,0.11,0.15,0.22776880000000002,0.25430185
32033,71.0,0.11,0.16,0.22207770000000002,0.25362062
32034,71.0,0.11,0.17,0.2167692,0.25293833
32035,71.0,0.11,0.18,0.2117946,0.25225538
32036,71.0,0.11,0.19,0.2071137,0.25157148
32037,71.0,0.11,0.2,0.20269289999999998,0.25088698
32038,71.0,0.11,0.21,0.1985037,0.25020197
32039,71.0,0.11,0.22,0.19452160000000002,0.24951662
32040,71.0,0.11,0.23,0.19072579999999997,0.24883069
32041,71.0,0.11,0.24,0.18709820000000002,0.24814455
32042,71.0,0.11,0.25,0.1836231,0.24745819
32043,71.0,0.11,0.26,0.1802865,0.24677154
32044,71.0,0.11,0.27,0.17707620000000002,0.24608484
32045,71.0,0.11,0.28,0.17398139999999998,0.24539815
32046,71.0,0.11,0.29,0.1709924,0.24471134
32047,71.0,0.11,0.3,0.1681005,0.24402454
32048,71.0,0.11,0.31,0.165298,0.24333777
32049,71.0,0.11,0.32,0.1625777,0.24265128
32050,71.0,0.11,0.33,0.1599332,0.24196506
32051,71.0,0.11,0.34,0.15735870000000002,0.24127887
32052,71.0,0.11,0.35,0.1548487,0.240593
32053,71.0,0.11,0.36,0.1523982,0.23990735
32054,71.0,0.11,0.37,0.15000270000000002,0.23922226
32055,71.0,0.11,0.38,0.1476579,0.23853755
32056,71.0,0.11,0.39,0.14535979999999998,0.23785312
32057,71.0,0.11,0.4,0.1431044,0.23716936
32058,71.0,0.11,0.41,0.1408884,0.23648609
32059,71.0,0.11,0.42,0.1387082,0.23580328
32060,71.0,0.11,0.43,0.1365607,0.23512128
32061,71.0,0.11,0.44,0.1344425,0.2344397
32062,71.0,0.11,0.45,0.1323506,0.23375884
32063,71.0,0.11,0.46,0.1302821,0.23307863
32064,71.0,0.11,0.47,0.1282338,0.23239915
32065,71.0,0.11,0.48,0.1262027,0.23172049
32066,71.0,0.11,0.49,0.1241858,0.23104265
32067,71.0,0.11,0.5,0.1221799,0.23036548
32068,71.0,0.11,0.51,0.1201818,0.22968936
32069,71.0,0.11,0.52,0.11818800000000002,0.22901388
32070,71.0,0.11,0.53,0.0,0.22833943
32071,71.0,0.11,0.54,0.0,0.22766593
32072,71.0,0.11,0.55,0.0,0.22699326
32073,71.0,0.11,0.56,0.0,0.22632164
32074,71.0,0.11,0.57,0.0,0.22565104
32075,71.0,0.11,0.58,0.0,0.2249814
32076,71.0,0.11,0.59,0.0,0.22431278
32077,71.0,0.11,0.6,0.0,0.22364521
32078,71.0,0.11,0.61,0.0,0.22297873
32079,71.0,0.11,0.62,0.0,0.22231343
32080,71.0,0.11,0.63,0.0,0.22164917
32081,71.0,0.11,0.64,0.0,0.22098611
32082,71.0,0.11,0.65,0.0,0.22032419
32083,71.0,0.11,0.66,0.0,0.21966341
32084,71.0,0.11,0.67,0.0,0.21900383
32085,71.0,0.11,0.68,0.0,0.21834548
32086,71.0,0.11,0.69,0.0,0.21768829
32087,71.0,0.11,0.7,0.0,0.21703236
32088,71.0,0.11,0.71,0.0,0.21637782
32089,71.0,0.11,0.72,0.0,0.21572453
32090,71.0,0.11,0.73,0.0,0.21507229
32091,71.0,0.11,0.74,0.0,0.21442163
32092,71.0,0.11,0.75,0.0,0.21377206
32093,71.0,0.11,0.76,0.0,0.21312408
32094,71.0,0.11,0.77,0.0,0.2124773
32095,71.0,0.11,0.78,0.0,0.21183184
32096,71.0,0.11,0.79,0.0,0.2111879
32097,71.0,0.11,0.8,0.0,0.21054527
32098,71.0,0.11,0.81,0.0,0.20990399
32099,71.0,0.11,0.82,0.0,0.20926419
32100,71.0,0.11,0.83,0.0,0.20862572
32101,71.0,0.11,0.84,0.0,0.20798872
32102,71.0,0.11,0.85,0.0,0.2073532
32103,71.0,0.11,0.86,0.0,0.20671917
32104,71.0,0.11,0.87,0.0,0.20608652
32105,71.0,0.11,0.88,0.0,0.20545538
32106,71.0,0.11,0.89,0.0,0.20482582
32107,71.0,0.11,0.9,0.0,0.20419763
32108,71.0,0.11,0.91,0.0,0.20357095
32109,71.0,0.11,0.92,0.0,0.20294586
32110,71.0,0.11,0.93,0.0,0.20232219
32111,71.0,0.11,0.94,0.0,0.20170017
32112,71.0,0.11,0.95,0.0,0.20107971
32113,71.0,0.11,0.96,0.0,0.2004608
32114,71.0,0.11,0.97,0.0,0.19984336
32115,71.0,0.11,0.98,0.0,0.19922748
32116,71.0,0.11,0.99,0.0,0.19861332
32117,71.0,0.11,1.0,0.0,0.1980006
32119,71.0,0.12,0.01,0.5356529999999999,0.26194
32120,71.0,0.12,0.02,0.44733809999999996,0.2625627
32121,71.0,0.12,0.03,0.3991237,0.2626028
32122,71.0,0.12,0.04,0.3666561,0.26258206
32123,71.0,0.12,0.05,0.3424862,0.26197731
32124,71.0,0.12,0.06,0.3233885,0.26133963
32125,71.0,0.12,0.07,0.30768759999999995,0.26068804
32126,71.0,0.12,0.08,0.29440720000000004,0.26002538
32127,71.0,0.12,0.09,0.2829316,0.25935766
32128,71.0,0.12,0.1,0.2728487,0.2586863
32129,71.0,0.12,0.11,0.26387,0.2580122
32130,71.0,0.12,0.12,0.2557862,0.2573357
32131,71.0,0.12,0.13,0.2484408,0.25665727
32132,71.0,0.12,0.14,0.24171399999999998,0.25597742
32133,71.0,0.12,0.15,0.23551220000000003,0.25529608
32134,71.0,0.12,0.16,0.22976069999999998,0.25461358
32135,71.0,0.12,0.17,0.22439940000000003,0.25393015
32136,71.0,0.12,0.18,0.2193789,0.25324595
32137,71.0,0.12,0.19,0.2146583,0.25256088
32138,71.0,0.12,0.2,0.2102034,0.25187516
32139,71.0,0.12,0.21,0.20598539999999999,0.25118893
32140,71.0,0.12,0.22,0.2019793,0.25050214
32141,71.0,0.12,0.23,0.1981642,0.24981503
32142,71.0,0.12,0.24,0.19452160000000002,0.24912755
32143,71.0,0.12,0.25,0.1910355,0.24843973
32144,71.0,0.12,0.26,0.1876919,0.24775188
32145,71.0,0.12,0.27,0.1844784,0.24706367
32146,71.0,0.12,0.28,0.18138410000000002,0.24637541
32147,71.0,0.12,0.29,0.1783992,0.24568725
32148,71.0,0.12,0.3,0.175515,0.24499911
32149,71.0,0.12,0.31,0.1727236,0.24431078
32150,71.0,0.12,0.32,0.1700181,0.24362282
32151,71.0,0.12,0.33,0.16739179999999998,0.242935
32152,71.0,0.12,0.34,0.16483910000000002,0.2422474
32153,71.0,0.12,0.35,0.1623545,0.2415599
32154,71.0,0.12,0.36,0.1599332,0.24087282
32155,71.0,0.12,0.37,0.1575707,0.24018618
32156,71.0,0.12,0.38,0.15526270000000003,0.2394998
32157,71.0,0.12,0.39,0.15300550000000002,0.23881386
32158,71.0,0.12,0.4,0.1507954,0.23812836
32159,71.0,0.12,0.41,0.14862899999999998,0.23744346
32160,71.0,0.12,0.42,0.14650320000000003,0.2367591
32161,71.0,0.12,0.43,0.14441500000000002,0.2360754
32162,71.0,0.12,0.44,0.1423616,0.23539221
32163,71.0,0.12,0.45,0.1403401,0.23470967
32164,71.0,0.12,0.46,0.1383481,0.23402779
32165,71.0,0.12,0.47,0.1363831,0.23334669
32166,71.0,0.12,0.48,0.1344425,0.23266624
32167,71.0,0.12,0.49,0.132524,0.23198661
32168,71.0,0.12,0.5,0.1306253,0.23130773
32169,71.0,0.12,0.51,0.1287441,0.23062982
32170,71.0,0.12,0.52,0.126878,0.22995259
32171,71.0,0.12,0.53,0.1250246,0.22927645
32172,71.0,0.12,0.54,0.1231817,0.2286011
32173,71.0,0.12,0.55,0.12134660000000001,0.22792667
32174,71.0,0.12,0.56,0.11951689999999998,0.2272532
32175,71.0,0.12,0.57,0.0,0.2265807
32176,71.0,0.12,0.58,0.0,0.22590926
32177,71.0,0.12,0.59,0.0,0.22523884
32178,71.0,0.12,0.6,0.0,0.22456934
32179,71.0,0.12,0.61,0.0,0.22390123
32180,71.0,0.12,0.62,0.0,0.22323391
32181,71.0,0.12,0.63,0.0,0.22256763
32182,71.0,0.12,0.64,0.0,0.22190277
32183,71.0,0.12,0.65,0.0,0.22123894
32184,71.0,0.12,0.66,0.0,0.2205762
32185,71.0,0.12,0.67,0.0,0.21991466
32186,71.0,0.12,0.68,0.0,0.21925439
32187,71.0,0.12,0.69,0.0,0.21859528
32188,71.0,0.12,0.7,0.0,0.2179374
32189,71.0,0.12,0.71,0.0,0.21728092
32190,71.0,0.12,0.72,0.0,0.21662551
32191,71.0,0.12,0.73,0.0,0.21597148
32192,71.0,0.12,0.74,0.0,0.21531868
32193,71.0,0.12,0.75,0.0,0.21466719
32194,71.0,0.12,0.76,0.0,0.21401718
32195,71.0,0.12,0.77,0.0,0.21336837
32196,71.0,0.12,0.78,0.0,0.21272095
32197,71.0,0.12,0.79,0.0,0.21207488
32198,71.0,0.12,0.8,0.0,0.21143018
32199,71.0,0.12,0.81,0.0,0.21078688
32200,71.0,0.12,0.82,0.0,0.21014498
32201,71.0,0.12,0.83,0.0,0.2095045
32202,71.0,0.12,0.84,0.0,0.20886537
32203,71.0,0.12,0.85,0.0,0.20822777
32204,71.0,0.12,0.86,0.0,0.20759153
32205,71.0,0.12,0.87,0.0,0.2069568
32206,71.0,0.12,0.88,0.0,0.20632367
32207,71.0,0.12,0.89,0.0,0.20569189
32208,71.0,0.12,0.9,0.0,0.2050616
32209,71.0,0.12,0.91,0.0,0.20443274
32210,71.0,0.12,0.92,0.0,0.2038056
32211,71.0,0.12,0.93,0.0,0.20317976
32212,71.0,0.12,0.94,0.0,0.20255558
32213,71.0,0.12,0.95,0.0,0.20193286
32214,71.0,0.12,0.96,0.0,0.20131178
32215,71.0,0.12,0.97,0.0,0.20069225
32216,71.0,0.12,0.98,0.0,0.20007418
32217,71.0,0.12,0.99,0.0,0.19945772
32218,71.0,0.12,1.0,0.0,0.19884288
32220,71.0,0.13,0.01,0.5462368000000001,0.26293674
32221,71.0,0.13,0.02,0.45718059999999994,0.26356253
32222,71.0,0.13,0.03,0.4084177,0.26360512
32223,71.0,0.13,0.04,0.3755418,0.26358667
32224,71.0,0.13,0.05,0.3510545,0.26298165
32225,71.0,0.13,0.06,0.3317015,0.26234367
32226,71.0,0.13,0.07,0.31579009999999996,0.26169136
32227,71.0,0.13,0.08,0.3023327,0.26102796
32228,71.0,0.13,0.09,0.29070619999999997,0.26035953
32229,71.0,0.13,0.1,0.2804932,0.25968727
32230,71.0,0.13,0.11,0.2714014,0.25901213
32231,71.0,0.13,0.12,0.26321869999999997,0.25833476
32232,71.0,0.13,0.13,0.2557862,0.25765532
32233,71.0,0.13,0.14,0.2489825,0.25697437
32234,71.0,0.13,0.15,0.2427127,0.25629187
32235,71.0,0.13,0.16,0.2369009,0.2556084
32236,71.0,0.13,0.17,0.23148629999999998,0.25492388
32237,71.0,0.13,0.18,0.22641860000000003,0.2542383
32238,71.0,0.13,0.19,0.2216565,0.25355214
32239,71.0,0.13,0.2,0.21716509999999997,0.25286514
32240,71.0,0.13,0.21,0.2129151,0.25217772
32241,71.0,0.13,0.22,0.20888160000000003,0.2514896
32242,71.0,0.13,0.23,0.2050429,0.25080115
32243,71.0,0.13,0.24,0.20138050000000002,0.2501124
32244,71.0,0.13,0.25,0.1978781,0.2494234
32245,71.0,0.13,0.26,0.19452160000000002,0.248734
32246,71.0,0.13,0.27,0.19129839999999998,0.24804448
32247,71.0,0.13,0.28,0.1881975,0.24735484
32248,71.0,0.13,0.29,0.18520899999999998,0.24666521
32249,71.0,0.13,0.3,0.1823241,0.24597554
32250,71.0,0.13,0.31,0.1795349,0.24528584
32251,71.0,0.13,0.32,0.1768342,0.24459653
32252,71.0,0.13,0.33,0.1742156,0.24390712
32253,71.0,0.13,0.34,0.1716733,0.24321793
32254,71.0,0.13,0.35,0.16920179999999999,0.242529
32255,71.0,0.13,0.36,0.16679639999999998,0.2418404
32256,71.0,0.13,0.37,0.1644525,0.24115211
32257,71.0,0.13,0.38,0.1621661,0.24046417
32258,71.0,0.13,0.39,0.1599332,0.23977673
32259,71.0,0.13,0.4,0.15775039999999999,0.23908964
32260,71.0,0.13,0.41,0.1556144,0.23840325
32261,71.0,0.13,0.42,0.1535221,0.23771724
32262,71.0,0.13,0.43,0.1514706,0.23703168
32263,71.0,0.13,0.44,0.1494573,0.23634686
32264,71.0,0.13,0.45,0.1474795,0.2356628
32265,71.0,0.13,0.46,0.145535,0.23497923
32266,71.0,0.13,0.47,0.1436213,0.23429641
32267,71.0,0.13,0.48,0.14173629999999998,0.23361422
32268,71.0,0.13,0.49,0.1398779,0.23293298
32269,71.0,0.13,0.5,0.1380441,0.23225239
32270,71.0,0.13,0.51,0.136233,0.23157267
32271,71.0,0.13,0.52,0.1344425,0.23089372
32272,71.0,0.13,0.53,0.13267089999999998,0.23021583
32273,71.0,0.13,0.54,0.1309162,0.22953871
32274,71.0,0.13,0.55,0.1291768,0.22886242
32275,71.0,0.13,0.56,0.1274507,0.22818713
32276,71.0,0.13,0.57,0.12573610000000002,0.2275129
32277,71.0,0.13,0.58,0.12403110000000002,0.22683959
32278,71.0,0.13,0.59,0.1223339,0.22616741
32279,71.0,0.13,0.6,0.1206424,0.22549604
32280,71.0,0.13,0.61,0.11895460000000001,0.2248259
32281,71.0,0.13,0.62,0.0,0.22415681
32282,71.0,0.13,0.63,0.0,0.22348876
32283,71.0,0.13,0.64,0.0,0.22282194
32284,71.0,0.13,0.65,0.0,0.22215608
32285,71.0,0.13,0.66,0.0,0.2214916
32286,71.0,0.13,0.67,0.0,0.22082809
32287,71.0,0.13,0.68,0.0,0.22016591
32288,71.0,0.13,0.69,0.0,0.21950494
32289,71.0,0.13,0.7,0.0,0.21884513
32290,71.0,0.13,0.71,0.0,0.21818653
32291,71.0,0.13,0.72,0.0,0.2175292
32292,71.0,0.13,0.73,0.0,0.21687323
32293,71.0,0.13,0.74,0.0,0.21621844
32294,71.0,0.13,0.75,0.0,0.21556498
32295,71.0,0.13,0.76,0.0,0.21491289
32296,71.0,0.13,0.77,0.0,0.2142621
32297,71.0,0.13,0.78,0.0,0.2136126
32298,71.0,0.13,0.79,0.0,0.21296456
32299,71.0,0.13,0.8,0.0,0.21231784
32300,71.0,0.13,0.81,0.0,0.21167246
32301,71.0,0.13,0.82,0.0,0.21102852
32302,71.0,0.13,0.83,0.0,0.21038587
32303,71.0,0.13,0.84,0.0,0.2097448
32304,71.0,0.13,0.85,0.0,0.20910507
32305,71.0,0.13,0.86,0.0,0.20846674
32306,71.0,0.13,0.87,0.0,0.20783
32307,71.0,0.13,0.88,0.0,0.20719464
32308,71.0,0.13,0.89,0.0,0.20656075
32309,71.0,0.13,0.9,0.0,0.20592839
32310,71.0,0.13,0.91,0.0,0.20529748
32311,71.0,0.13,0.92,0.0,0.20466805
32312,71.0,0.13,0.93,0.0,0.20404018
32313,71.0,0.13,0.94,0.0,0.20341378
32314,71.0,0.13,0.95,0.0,0.20278892
32315,71.0,0.13,0.96,0.0,0.20216571
32316,71.0,0.13,0.97,0.0,0.20154394
32317,71.0,0.13,0.98,0.0,0.20092373
32318,71.0,0.13,0.99,0.0,0.20030518
32319,71.0,0.13,1.0,0.0,0.19968805
32321,71.0,0.14,0.01,0.5560895,0.26393473
32322,71.0,0.14,0.02,0.46638359999999995,0.2645639
32323,71.0,0.14,0.03,0.4171223,0.2646091
32324,71.0,0.14,0.04,0.3838705,0.2645927
32325,71.0,0.14,0.05,0.3590886,0.26398757
32326,71.0,0.14,0.06,0.3394975,0.26334906
32327,71.0,0.14,0.07,0.3233885,0.26269624
32328,71.0,0.14,0.08,0.3097645,0.26203215
32329,71.0,0.14,0.09,0.2979953,0.26136288
32330,71.0,0.14,0.1,0.2876587,0.26068982
32331,71.0,0.14,0.11,0.27845890000000006,0.26001388
32332,71.0,0.14,0.12,0.270181,0.25933534
32333,71.0,0.14,0.13,0.2626645,0.25865495
32334,71.0,0.14,0.14,0.2557862,0.25797302
32335,71.0,0.14,0.15,0.2494498,0.2572897
32336,71.0,0.14,0.16,0.24357870000000004,0.25660482
32337,71.0,0.14,0.17,0.23811100000000002,0.2559191
32338,71.0,0.14,0.18,0.23299589999999998,0.25523266
32339,71.0,0.14,0.19,0.2281914,0.2545452
32340,71.0,0.14,0.2,0.2236623,0.253857
32341,71.0,0.14,0.21,0.2193789,0.25316823
32342,71.0,0.14,0.22,0.21531570000000003,0.2524789
32343,71.0,0.14,0.23,0.2114509,0.25178918
32344,71.0,0.14,0.24,0.2077658,0.25109908
32345,71.0,0.14,0.25,0.20424379999999998,0.25040865
32346,71.0,0.14,0.26,0.2008707,0.24971806
32347,71.0,0.14,0.27,0.19763370000000002,0.24902724
32348,71.0,0.14,0.28,0.19452160000000002,0.24833614
32349,71.0,0.14,0.29,0.1915245,0.24764512
32350,71.0,0.14,0.3,0.18863339999999998,0.24695401
32351,71.0,0.14,0.31,0.1858404,0.24626294
32352,71.0,0.14,0.32,0.18313829999999998,0.24557194
32353,71.0,0.14,0.33,0.1805205,0.24488117
32354,71.0,0.14,0.34,0.1779812,0.2441905
32355,71.0,0.14,0.35,0.175515,0.24350017
32356,71.0,0.14,0.36,0.17311700000000002,0.24280995
32357,71.0,0.14,0.37,0.1707827,0.24212015
32358,71.0,0.14,0.38,0.168508,0.24143074
32359,71.0,0.14,0.39,0.1662891,0.24074163
32360,71.0,0.14,0.4,0.1641225,0.24005306
32361,71.0,0.14,0.41,0.16200479999999998,0.23936488
32362,71.0,0.14,0.42,0.1599332,0.23867728
32363,71.0,0.14,0.43,0.1579047,0.23799014
32364,71.0,0.14,0.44,0.1559168,0.23730381
32365,71.0,0.14,0.45,0.1539669,0.236618
32366,71.0,0.14,0.46,0.1520527,0.23593284
32367,71.0,0.14,0.47,0.1501721,0.2352484
32368,71.0,0.14,0.48,0.1483229,0.2345644
32369,71.0,0.14,0.49,0.14650320000000003,0.23388147
32370,71.0,0.14,0.5,0.1447112,0.2331992
32371,71.0,0.14,0.51,0.14294489999999999,0.23251772
32372,71.0,0.14,0.52,0.14120270000000001,0.23183705
32373,71.0,0.14,0.53,0.139483,0.23115736
32374,71.0,0.14,0.54,0.13778410000000002,0.23047842
32375,71.0,0.14,0.55,0.1361044,0.2298004
32376,71.0,0.14,0.56,0.1344425,0.22912341
32377,71.0,0.14,0.57,0.1327968,0.22844748
32378,71.0,0.14,0.58,0.13116589999999997,0.22777231
32379,71.0,0.14,0.59,0.12954839999999998,0.22709821
32380,71.0,0.14,0.6,0.12794260000000002,0.22642505
32381,71.0,0.14,0.61,0.1263473,0.22575311
32382,71.0,0.14,0.62,0.12476079999999999,0.22508207
32383,71.0,0.14,0.63,0.1231817,0.22441228
32384,71.0,0.14,0.64,0.12160839999999998,0.22374362
32385,71.0,0.14,0.65,0.1200393,0.22307579
32386,71.0,0.14,0.66,0.11847269999999999,0.2224093
32387,71.0,0.14,0.67,0.0,0.22174406
32388,71.0,0.14,0.68,0.0,0.22107986
32389,71.0,0.14,0.69,0.0,0.22041698
32390,71.0,0.14,0.7,0.0,0.21975517
32391,71.0,0.14,0.71,0.0,0.2190947
32392,71.0,0.14,0.72,0.0,0.21843542
32393,71.0,0.14,0.73,0.0,0.21777749
32394,71.0,0.14,0.74,0.0,0.2171207
32395,71.0,0.14,0.75,0.0,0.21646532
32396,71.0,0.14,0.76,0.0,0.21581122
32397,71.0,0.14,0.77,0.0,0.21515845
32398,71.0,0.14,0.78,0.0,0.2145069
32399,71.0,0.14,0.79,0.0,0.21385671
32400,71.0,0.14,0.8,0.0,0.21320806
32401,71.0,0.14,0.81,0.0,0.21256067
32402,71.0,0.14,0.82,0.0,0.21191458
32403,71.0,0.14,0.83,0.0,0.21127
32404,71.0,0.14,0.84,0.0,0.21062681
32405,71.0,0.14,0.85,0.0,0.20998508
32406,71.0,0.14,0.86,0.0,0.2093447
32407,71.0,0.14,0.87,0.0,0.20870577
32408,71.0,0.14,0.88,0.0,0.20806836
32409,71.0,0.14,0.89,0.0,0.20743233
32410,71.0,0.14,0.9,0.0,0.20679782
32411,71.0,0.14,0.91,0.0,0.20616482
32412,71.0,0.14,0.92,0.0,0.2055333
32413,71.0,0.14,0.93,0.0,0.20490324
32414,71.0,0.14,0.94,0.0,0.20427477
32415,71.0,0.14,0.95,0.0,0.20364776
32416,71.0,0.14,0.96,0.0,0.20302236
32417,71.0,0.14,0.97,0.0,0.20239845
32418,71.0,0.14,0.98,0.0,0.20177604
32419,71.0,0.14,0.99,0.0,0.20115532
32420,71.0,0.14,1.0,0.0,0.20053604
32422,71.0,0.15,0.01,0.5653036,0.26493424
32423,71.0,0.15,0.02,0.4750272,0.26556677
32424,71.0,0.15,0.03,0.4253112,0.26561424
32425,71.0,0.15,0.04,0.39171209999999995,0.26560038
32426,71.0,0.15,0.05,0.3666561,0.26499495
32427,71.0,0.15,0.06,0.34684190000000004,0.26435605
32428,71.0,0.15,0.07,0.3305473,0.26370272
32429,71.0,0.15,0.08,0.316766,0.26303792
32430,71.0,0.15,0.09,0.30486149999999995,0.26236793
32431,71.0,0.15,0.1,0.29440720000000004,0.26169395
32432,71.0,0.15,0.11,0.2851043,0.2610171
32433,71.0,0.15,0.12,0.2767353,0.26033774
32434,71.0,0.15,0.13,0.2691378,0.25965634
32435,71.0,0.15,0.14,0.2621873,0.25897345
32436,71.0,0.15,0.15,0.2557862,0.25828892
32437,71.0,0.15,0.16,0.24985700000000002,0.25760308
32438,71.0,0.15,0.17,0.244337,0.25691625
32439,71.0,0.15,0.18,0.23917489999999997,0.25622863
32440,71.0,0.15,0.19,0.234328,0.25553998
32441,71.0,0.15,0.2,0.22976069999999998,0.25485054
32442,71.0,0.15,0.21,0.2254429,0.25416058
32443,71.0,0.15,0.22,0.221349,0.25347003
32444,71.0,0.15,0.23,0.2174567,0.25277895
32445,71.0,0.15,0.24,0.2137471,0.25208762
32446,71.0,0.15,0.25,0.2102034,0.2513958
32447,71.0,0.15,0.26,0.20681129999999998,0.2507039
32448,71.0,0.15,0.27,0.20355770000000004,0.25001156
32449,71.0,0.15,0.28,0.2004315,0.2493193
32450,71.0,0.15,0.29,0.1974224,0.24862681
32451,71.0,0.15,0.3,0.19452160000000002,0.24793439
32452,71.0,0.15,0.31,0.19172089999999997,0.2472419
32453,71.0,0.15,0.32,0.18901300000000001,0.24654947
32454,71.0,0.15,0.33,0.1863915,0.2458572
32455,71.0,0.15,0.34,0.1838503,0.2451651
32456,71.0,0.15,0.35,0.18138410000000002,0.24447311
32457,71.0,0.15,0.36,0.1789878,0.24378143
32458,71.0,0.15,0.37,0.1766571,0.24309023
32459,71.0,0.15,0.38,0.1743877,0.24239925
32460,71.0,0.15,0.39,0.1721759,0.24170871
32461,71.0,0.15,0.4,0.1700181,0.24101852
32462,71.0,0.15,0.41,0.16791099999999998,0.24032873
32463,71.0,0.15,0.42,0.16585170000000002,0.2396396
32464,71.0,0.15,0.43,0.1638374,0.2389509
32465,71.0,0.15,0.44,0.1618653,0.23826286
32466,71.0,0.15,0.45,0.1599332,0.23757532
32467,71.0,0.15,0.46,0.1580387,0.23688848
32468,71.0,0.15,0.47,0.1561796,0.23620248
32469,71.0,0.15,0.48,0.154354,0.23551682
32470,71.0,0.15,0.49,0.1525598,0.23483223
32471,71.0,0.15,0.5,0.1507954,0.23414813
